Stock,Period,Quarterly Gross Profit Score,Quarterly Gross Profit Changed %,Annual Gross Profit Score,Annual Gross Profit Changed %,Quarterly Revenue Score,Quarterly Revenue Changed %,Annual Revenue Score,Annual Revenue Changed %,Quarterly EPS Score,Quarterly EPS Changed %,Annual EPS Score,Annual EPS Changed %
SBBP,1,0,-100.0,2,116.75,0,-100.0,2,103.23,0.0,-31.26,0.0,-513.6
SBBP,2,0,-86.2,0,-82.01,0,-75.35,0,-86.88,0.0,-44.45,1.0,397.22
SBCF,1,0,-92.68,0,-105.01,0,-92.68,0,-105.01,2.0,346.15,0.0,-164.25
SBCF,2,0,-83.68,1,74.86,0,-83.68,1,74.86,0.0,-100.23,0.0,-4.34
SBFG,1,0,-85.63,2,193.87,0,-85.63,2,193.87,0.0,-88.91,0.0,-100.0
SBFG,2,0,-91.54,0,-18.06,0,-91.54,0,-18.06,1.0,637.38,0.0,-150.67
SBGI,1,2,377.39,2,238.69,0,-108.77,2,3.56,0.0,-1240.41,0.0,-104.63
SBGI,2,0,-382.59,0,-9.4,1,198.47,1,143.96,0.0,-27.66,0.0,-134.53
SBLK,1,0,-101.17,2,113.12,0,-119.16,0,-159.86,2.0,109.32,2.0,229.79
SBLK,2,1,1030.53,0,-119.2,1,504.04,0,-72.93,0.0,-1737.47,0.0,-121.28
SBNY,1,0,-62.88,0,-83.54,0,-62.88,0,-83.54,2.0,31.7,0.0,-147.1
SBNY,2,1,361.11,0,-8.38,1,361.11,0,-8.38,1.0,5.7,0.0,-40.03
SBRA,1,2,451.71,0,-50.06,2,465.61,0,-92.36,0.0,-100.0,2.0,207.39
SBRA,2,0,-837.93,0,-122.54,0,-3714.29,0,-107.53,1.0,261.87,0.0,-1060.56
SBSI,1,0,-71.81,2,258.78,0,-71.81,2,258.78,0.0,-72.01,2.0,187.35
SBSI,2,0,-72.39,0,-91.62,0,-72.39,0,-91.62,0.0,-94.08,0.0,-74.23
SBT,1,0,-13880.77,0,-1176.37,0,-13880.77,0,-1176.37,0.0,-157.14,0.0,-213.29
SBT,2,0,-99.6,0,-118.35,0,-99.6,0,-118.35,1.0,348.69,1.0,275.83
SBUX,1,0,-98.2,0,-1439.32,0,-81.22,0,-255.8,0.0,-67.92,0.0,-638.36
SBUX,2,1,943.71,0,-66.81,1,258.62,0,-30.52,1.0,152.2,0.0,-115.32
SCHL,1,2,677.13,0,-1308.93,2,466.28,0,-742.68,2.0,184.57,0.0,-197.1
SCHL,2,0,-43.51,0,-76.22,0,-1.3,1,124.15,0.0,-212.11,1.0,471.75
SCHN,1,0,-54.79,0,-5.98,0,-61.48,0,-100.92,2.0,44.64,0.0,-69.45
SCHN,2,1,261.49,0,-138.41,1,283.63,0,-124.45,1.0,177.78,0.0,-125.77
SCKT,1,0,-86.7,0,-189.92,0,-74.09,0,-208.47,0.0,-68.59,2.0,355.56
SCKT,2,1,272.74,1,175.47,1,243.9,1,174.93,0.0,-700.0,0.0,-46.03
SCOR,1,0,-3776.92,0,-370.72,0,-35.51,0,-286.08,0.0,-68.31,0.0,-113.24
SCOR,2,0,-98.5,1,161.16,0,-81.93,1,287.25,0.0,-76.61,0.0,-67.25
SCPL,1,0,-67.59,2,44.86,0,-68.85,2,109.65,0.0,-135.17,,
SCPL,2,0,-121.38,1,35.92,0,-121.76,0,-21.37,1.0,151.0,,
SCSC,1,0,-27.07,0,-249.06,0,-62.77,0,-331.23,0.0,-79.74,0.0,-695.93
SCSC,2,1,141.03,1,270.51,1,170.2,1,123.78,0.0,-99.23,1.0,240.53
SCVL,1,0,-96.16,0,-78.32,0,-108.39,0,-34.95,0.0,-72.04,0.0,-83.03
SCVL,2,1,395.58,1,76.54,1,369.9,0,-42.78,1.0,130.44,1.0,1212.6
SCWX,1,2,1025.64,0,-18.04,2,219.27,0,-39.45,0.0,-28.57,0.0,-93.04
SCWX,2,0,-72.14,1,19.51,0,-236.84,1,33.46,0.0,-55.56,0.0,-294.25
SECO,1,0,-67.61,0,-56.49,0,-82.84,0,-38.56,0.0,-14.29,0.0,-100.0
SECO,2,1,167.0,1,7.31,1,159.74,0,-0.38,1.0,155.8,1.0,304.35
SEDG,1,0,-57.78,0,-107.48,2,214.89,0,-95.47,0.0,-424.39,0.0,-206.02
SEDG,2,1,118.71,1,3.1,1,108.16,0,-4.19,1.0,236.75,0.0,-82.8
SEIC,1,2,17.23,0,-1.87,0,-27.06,2,31.01,2.0,29.54,0.0,-333.02
SEIC,2,1,284.51,0,-69.69,1,278.24,0,-75.27,1.0,285.07,0.0,-87.82
SFBC,1,2,364.53,2,745.14,2,364.53,2,745.14,0.0,-91.57,0.0,-116.76
SFBC,2,0,-62.14,0,-109.57,0,-62.14,0,-109.57,1.0,353.31,1.0,958.47
SFBS,1,2,1177.24,2,18.38,2,1177.24,2,18.38,2.0,162.37,2.0,47.52
SFBS,2,0,-90.6,0,-39.25,0,-90.6,0,-39.25,0.0,-61.2,0.0,-80.7
SFET,1,2,1342.04,2,364.44,2,3307.92,2,267.33,0.0,-33.33,0.0,-12.09
SFET,2,0,-230.91,0,-42.56,0,-56.65,1,12.5,0.0,-54.8,0.0,-55.58
SFIX,1,0,-67.38,0,-76.72,0,-45.02,0,-70.27,2.0,461.39,0.0,-4918.54
SFIX,2,1,225.27,1,33.3,1,208.8,1,12.15,0.0,-91.67,0.0,-99.67
SFM,1,2,141.54,2,185.84,2,138.79,2,80.27,2.0,230.39,2.0,3737.4
SFM,2,0,-243.53,0,-22.74,0,-1626.09,0,-29.41,0.0,-60.88,0.0,-59.61
SFNC,1,0,-236.16,0,-59.54,0,-236.16,0,-59.54,0.0,-264.99,0.0,-206.96
SFNC,2,1,128.4,0,-60.88,1,128.4,0,-60.88,1.0,153.96,0.0,-94.79
SFST,1,2,663.35,0,-124.87,2,663.35,0,-124.87,0.0,-179.99,0.0,-61.8
SFST,2,0,-151.16,1,7.9,0,-151.16,1,7.9,1.0,209.53,1.0,785.78
SG,1,0,-60.79,0,-3299.01,0,-102.98,0,-112.54,0.0,-576.19,0.0,-96.16
SG,2,0,-169.8,0,-100.36,1,139.16,0,-36.65,0.0,-587.35,0.0,-87.56
SGA,1,2,341.49,0,-199.15,2,222.38,0,-124.96,0.0,-79.51,0.0,-95.96
SGA,2,0,-161.7,1,142.62,0,-95.24,1,930.88,0.0,-598.42,0.0,-137.6
SGBX,1,0,-106.72,2,272.58,0,-103.85,0,-202.81,0.0,-91.67,0.0,-98.85
SGBX,2,1,15721.23,0,-114.1,1,627.0,0,-62.08,0.0,-20.73,0.0,-50.24
SGC,1,2,162.1,2,681.31,2,169.51,2,354.57,0.0,-110.44,0.0,-353.65
SGC,2,0,-122.57,0,-77.41,0,-128.72,0,-70.61,1.0,2145.41,1.0,989.22
SGEN,1,0,-102.49,0,-95.41,0,-115.38,2,243.13,0.0,-102.4,2.0,1513.48
SGEN,2,1,952.61,1,13256.77,1,1420.6,1,11.91,1.0,3537.41,0.0,-47.02
SGH,1,0,-269.07,0,-52.0,0,-132.14,0,-23.99,0.0,-107.76,0.0,-77.45
SGH,2,0,-26.65,0,-123.38,1,64.71,0,-108.6,1.0,800.74,0.0,-104.99
SGLB,1,0,-93.6,0,-261.09,2,297.83,2,109.07,0.0,-77.07,0.0,-77.37
SGLB,2,1,841.06,0,-35.71,0,-136.81,0,-16.96,0.0,-189.81,0.0,-55.67
SGMA,1,2,431.49,0,-379.59,2,329.31,0,-173.15,2.0,228.58,2.0,302.62
SGMA,2,0,-4175.0,0,-117.28,0,-67.52,0,-54.25,0.0,-66.66,0.0,-77.79
SGMS,1,0,-82.08,0,-6965.79,0,-68.92,0,-1907.27,0.0,-57.2,0.0,-50.95
SGMS,2,1,230.29,0,-96.12,1,214.96,0,-87.85,0.0,-89.82,0.0,-28.75
SGRY,1,2,509.18,0,-91.06,2,315.57,0,-90.34,0.0,-430.17,0.0,-73.41
SGRY,2,0,-38.4,1,7879.17,0,-2.04,1,105.16,0.0,-54.32,0.0,-78.0
SHBI,1,2,429.83,0,-100.39,2,429.83,0,-100.39,0.0,-151.68,0.0,-129.28
SHBI,2,0,-252.85,0,-79.35,0,-252.85,0,-79.35,1.0,429.07,1.0,602.63
SHOO,1,0,-102.17,0,-550.84,0,-98.77,0,-602.3,2.0,819.48,0.0,-996.69
SHOO,2,1,358.52,1,3.47,1,337.18,0,-7.65,0.0,-1155.82,1.0,23.13
SHSP,1,0,-95.13,0,-59.59,0,-84.14,0,-43.91,0.0,-462.56,0.0,-91.74
SHSP,2,0,-10.53,1,189.28,0,-79.43,1,134.2,0.0,-81.75,0.0,-48.01
SHYF,1,2,428.93,2,275.11,2,314.2,0,-20.74,2.0,1284.63,0.0,-2717.79
SHYF,2,0,-1032.78,1,216.89,0,-1692.81,1,230.28,0.0,-192.44,0.0,-107.76
SIBN,1,2,347.43,2,10.11,2,373.12,2,39.62,0.0,-291.85,0.0,-55.84
SIBN,2,0,-22.67,1,11.39,0,-9.21,1,10.38,0.0,-79.12,0.0,-843.86
SIEB,1,0,-80.99,0,-104.92,0,-97.58,0,-103.75,0.0,-100.0,0.0,-120.72
SIEB,2,0,-119.95,1,231.17,0,-117.48,1,284.14,0.0,-116.67,1.0,142.86
SIEN,1,2,278.1,0,-73.15,2,305.36,0,-73.55,0.0,-326.68,0.0,-609.29
SIEN,2,0,-11.05,1,39.26,0,-2.11,1,13.37,0.0,-91.8,0.0,-94.81
SIGA,1,0,-99.71,0,-101.38,0,-99.33,0,-102.49,0.0,-94.28,0.0,-108.39
SIGA,2,1,232.09,1,126971.43,1,3834.88,1,20983.68,1.0,380.3,1.0,3778.64
SIGI,1,2,41.99,0,-115.16,0,-79.55,0,-73.58,0.0,-20.88,0.0,-119.04
SIGI,2,1,199.25,1,392.16,1,420.38,1,114.26,0.0,-19.13,1.0,805.86
SILC,1,2,1.8,0,-90.81,0,-16.18,2,109.62,2.0,711.1,0.0,-38.95
SILC,2,1,142.24,0,-1286.3,1,424.21,0,-432.61,0.0,-73.33,0.0,-11.74
SIMO,1,2,251.46,2,229.91,2,279.92,2,230.55,0.0,-254.13,2.0,176.95
SIMO,2,0,-236.17,0,-486.68,0,-358.88,0,-1136.09,1.0,191.73,0.0,-210.68
SINA,1,2,181.06,0,-98.08,2,162.65,0,-92.18,0.0,-190.77,0.0,-760.61
SINA,2,0,-1361.99,0,-43.01,0,-569.54,0,-38.27,1.0,114.95,0.0,-38.94
SINO,1,2,403.25,0,-120.07,2,480.17,0,-204.01,0.0,-77.56,0.0,-91.05
SINO,2,1,177.81,0,-246.17,0,-1238.16,0,-20.11,0.0,-47.36,0.0,-1268.57
SIRI,1,2,50.56,0,-85.93,2,0.5,0,-90.98,0.0,-1850.0,0.0,-268.28
SIRI,2,1,245.69,1,331.23,1,301.5,1,449.37,1.0,170.0,0.0,-126.93
SITM,1,0,-64.41,2,401.62,0,-55.32,2,2947.76,2.0,662.49,,
SITM,2,1,98914.29,1,137.89,1,4304.03,0,-91.45,0.0,-1411.73,,
SIVB,1,0,-51.43,0,-34.18,0,-51.43,0,-34.18,0.0,-113.78,0.0,-73.74
SIVB,2,0,-13.4,0,-26.11,0,-13.4,0,-26.11,1.0,24.96,0.0,-79.36
SKYW,1,0,-72.51,0,-1106.23,0,-5.93,0,-266.84,0.0,-203.69,0.0,-511.76
SKYW,2,1,507.93,0,-63.08,1,158.98,0,-344.48,1.0,223.05,1.0,172.39
SLAB,1,2,207.05,2,258.69,2,46.25,2,265.82,0.0,-32.47,0.0,-54.92
SLAB,2,1,234.84,0,-114.39,1,294.74,0,-127.38,1.0,252.78,0.0,-204.12
SLCT,1,2,82.69,2,223.94,2,82.69,2,223.94,2.0,850.08,0.0,-109.83
SLCT,2,1,149.77,0,-101.6,1,149.77,0,-101.6,0.0,-46.67,1.0,515.75
SLGG,1,2,35.19,0,-54.94,2,264.84,0,-99.14,0.0,-25.0,,
SLGG,2,1,4271.79,1,1685.77,1,559.72,1,1749.37,0.0,-120.02,,
SLGN,1,0,-248.07,2,518.68,0,-166.37,2,945.65,0.0,-205.06,2.0,540.8
SLGN,2,0,-27.43,0,-60.0,1,87.02,0,-89.52,1.0,27.93,0.0,-20.72
SLM,1,0,-91.85,2,63.48,0,-91.85,2,63.48,0.0,-46.63,2.0,239.91
SLM,2,1,1078.23,0,-3.32,1,1078.23,0,-3.32,1.0,333.83,0.0,-70.38
SLP,1,2,171.11,2,59.14,2,154.26,2,54.58,2.0,129.09,2.0,204.25
SLP,2,0,-213.24,0,-29.93,0,-219.18,0,-36.64,0.0,-193.76,0.0,-107.76
SLRC,1,2,1002.53,0,-2867.53,2,1002.53,0,-2867.53,0.0,-138.27,0.0,-193.51
SLRC,2,1,106.08,0,-89.17,1,106.08,0,-89.17,1.0,103.92,0.0,-84.14
SLRX,1,0,-85.32,0,-154.12,2,11.28,2,1344.51,0.0,-43.58,0.0,-15.27
SLRX,2,0,-13.84,1,588.67,1,7.62,1,119.56,0.0,-19.96,0.0,-439.32
SMBC,1,0,-32.5,0,-60.79,0,-32.5,0,-60.79,0.0,-53.45,0.0,-115.23
SMBC,2,1,32.32,0,-16.84,1,32.32,0,-16.84,1.0,24.67,1.0,102.98
SMBK,1,2,237.88,2,77.19,2,237.88,2,77.19,0.0,-97.89,0.0,-81.46
SMBK,2,0,-77.64,0,-80.53,0,-77.64,0,-80.53,1.0,291.64,1.0,654.9
SMCI,1,0,-8.11,0,-59.38,2,159.77,0,-210.58,0.0,-86.13,0.0,-73.1
SMCI,2,1,170.19,0,-33.36,0,-193.26,0,-88.19,1.0,155.92,1.0,281.17
SMED,1,2,515.16,2,14.65,2,532.54,2,48.41,2.0,493.74,2.0,940.0
SMED,2,0,-115.19,1,546.32,0,-77.56,1,103.33,0.0,-147.62,1.0,350.0
SMID,1,2,26.83,0,-41.53,2,210.69,2,548.19,0.0,-76.67,2.0,140.14
SMID,2,1,204.14,0,-178.92,1,130.24,0,-186.3,1.0,1037.47,0.0,-604.1
SMIT,1,2,118.96,2,114.51,0,-38.01,0,-82.7,0.0,-1402.79,2.0,171.11
SMIT,2,1,229.89,0,-393.45,1,578.42,0,-648.67,1.0,135.06,0.0,-614.27
SMMF,1,0,-73.53,0,-4.11,0,-73.53,0,-4.11,0.0,-31.77,0.0,-90.52
SMMF,2,1,19.51,1,29.92,1,19.51,1,29.92,1.0,219.82,1.0,432.54
SMPL,1,2,1242.37,2,156.28,2,19.46,2,162.93,2.0,411.7,0.0,-10.01
SMPL,2,0,-71.22,1,87.41,1,163.26,1,139.44,0.0,-153.91,0.0,-101.26
SMSI,1,0,-22.31,2,250.68,0,-19.52,2,350.45,0.0,-150.0,2.0,529.99
SMSI,2,0,-150.13,1,268.82,0,-134.35,1,177.35,0.0,-20.0,0.0,-15.73
SMTC,1,0,-29.02,0,-250.28,0,-12.23,0,-289.84,0.0,-72.22,0.0,-153.92
SMTC,2,1,322.3,0,-14.63,1,315.1,0,-16.48,0.0,-78.18,1.0,359.4
SNBR,1,0,-94.07,0,-25.97,0,-91.99,0,-14.42,0.0,-95.51,2.0,100.59
SNBR,2,1,329.06,1,291.79,1,317.66,1,80.6,1.0,474.02,1.0,70.17
SNCR,1,0,-212.57,0,-78.64,0,-1257.89,0,-72.45,0.0,-150.0,0.0,-69.74
SNCR,2,1,196.22,0,-427.92,0,-94.89,0,-239.04,0.0,-5.71,0.0,-85.41
SNDE,1,2,161.17,0,-50.04,2,145.67,0,-60.45,0.0,-463.08,0.0,-78.22
SNDE,2,0,-31.69,0,-4.45,0,-101.69,1,4.41,0.0,-137.07,0.0,-120.63
SNES,1,0,-67.04,0,-103.57,0,-90.8,0,-111.0,0.0,-92.2,0.0,-10.54
SNES,2,1,403.36,1,815.75,1,317.8,1,663.24,0.0,-358.06,0.0,-26.55
SNEX,1,2,1033.1,2,199.01,0,-148.11,2,244.44,0.0,-168.97,2.0,81.51
SNEX,2,0,-76.11,0,-39.33,1,223.13,1,401.6,1.0,1770.15,0.0,-93.59
SNFCA,1,0,-73.77,0,-166.36,0,-52.69,2,26.8,0.0,-96.68,0.0,-193.37
SNFCA,2,1,3555.75,1,263.22,1,1944.17,1,110.77,1.0,6287.5,1.0,347.53
SNGX,1,2,14.51,2,252.52,2,145.18,0,-231.53,0.0,-41.82,0.0,-28.93
SNGX,2,1,1718.03,0,-3.72,0,-229.87,0,-92.67,0.0,-52.96,0.0,-208.12
SNOA,1,0,-285.02,0,-128.68,0,-48233.33,0,-101.3,0.0,-1076.1,0.0,-52.99
SNOA,2,0,-77.63,0,-25.85,0,-99.88,0,-53.56,0.0,-146.99,0.0,-77.38
SNPS,1,0,-233.62,2,28.64,0,-184.59,2,25.78,0.0,-12.5,2.0,6.4
SNPS,2,0,-73.97,0,-46.54,0,-46.73,0,-47.18,0.0,-116.85,0.0,-89.87
SOHO,1,0,-61.64,0,-99.25,2,300.86,0,-69.28,0.0,-50.61,0.0,-96.83
SOHO,2,0,-346.24,1,1610.64,0,-435.39,1,2757.41,0.0,-93.81,0.0,-96.74
SOHU,1,2,335.49,0,-1317.98,2,196.61,0,-3398.33,0.0,-78.37,0.0,-489.81
SOHU,2,0,-747.84,1,157.32,0,-1722.16,0,-26.23,0.0,-1778.6,0.0,-89.79
SONO,1,2,81.12,2,8.88,2,147.78,0,-52.25,2.0,152.33,0.0,-228.41
SONO,2,0,-6.45,1,6.58,0,-14.32,0,-25.21,1.0,1808.4,0.0,-1879.25
SP,1,0,-101.86,0,-281.98,0,-97.49,0,-300.68,2.0,180.21,0.0,-7316.61
SP,2,1,1175.13,1,3524.29,1,147.13,1,237.96,0.0,-753.34,0.0,-122.45
SPFI,1,0,-102.42,2,90.14,0,-102.42,2,90.14,2.0,1168.24,,
SPFI,2,1,2462.59,1,73.82,1,2462.59,1,73.82,0.0,-44.73,,
SPKE,1,0,-137.64,2,164.73,2,141.11,0,-173.36,0.0,-107.68,2.0,165.53
SPKE,2,1,1636.6,0,-243.59,0,-118.62,0,-43.34,0.0,-34.83,0.0,-1842.73
SPLK,1,0,-4.25,0,-16.22,2,2.56,0,-18.29,0.0,-49.87,0.0,-55.2
SPLK,2,1,133.16,0,-3.41,1,129.4,0,-2.61,0.0,-98.89,0.0,-17.94
SPNE,1,0,-99.97,0,-122.85,0,-85.39,0,-127.34,0.0,-1147.0,0.0,-67.42
SPNE,2,1,399.38,1,66.45,1,345.51,1,23.58,0.0,-54.13,0.0,-53.02
SPOK,1,0,-229.11,0,-35.79,0,-110.24,0,-39.3,0.0,-8025.0,0.0,-47.62
SPOK,2,0,-24.04,0,-28.88,1,233.41,0,-447.47,0.0,-110.91,0.0,-570.62
SPRO,1,0,-93.88,0,-1785.03,2,8483.66,2,256.14,0.0,-96.11,0.0,-66.22
SPRO,2,0,-68.53,0,-83.32,1,102.88,0,-79.54,0.0,-176.99,0.0,-4.91
SPRT,1,0,-132.24,2,711.79,0,-17.62,0,-157.02,0.0,-500.0,2.0,128.33
SPRT,2,0,-154.32,0,-137.49,0,-25.85,1,727.2,0.0,-50.0,0.0,-450.66
SPT,1,2,45.54,2,8.81,2,51.59,0,-2.9,,,,
SPT,2,1,131.95,0,-56.18,1,153.87,0,-60.03,,,,
SPTN,1,2,202.74,2,21.13,2,260.28,2,62.74,0.0,-30.97,2.0,1579.47
SPTN,2,0,-80.06,1,499.34,0,-76.04,1,360.63,0.0,-134.86,0.0,-149.89
SPWH,1,0,-98.42,2,1.73,0,-97.7,0,-9.86,0.0,-100.27,0.0,-152.86
SPWH,2,1,702.32,0,-0.0,1,1340.87,1,27.82,1.0,2329.26,1.0,177.38
SQBG,1,0,-90.5,0,-11328.57,0,-45.8,0,-1104.98,2.0,367.74,0.0,-1419.88
SQBG,2,1,499.82,1,108.64,1,170.53,1,110.17,0.0,-87.45,0.0,-99.68
SRAX,1,0,-43.7,0,-37.74,0,-46.55,0,-10.49,0.0,-77.25,0.0,-267.16
SRAX,2,1,539.91,0,-539.53,1,442.5,0,-66.18,0.0,-830.46,1.0,219.72
SRCE,1,2,95.17,0,-179.05,2,95.17,0,-179.05,2.0,284.75,0.0,-186.35
SRCE,2,1,236.13,1,5.53,1,236.13,1,5.53,0.0,-33.36,0.0,-39.79
SRCL,1,0,-93.35,0,-24.98,0,-52.11,0,-276.77,2.0,109.5,0.0,-169.84
SRCL,2,1,167.96,0,-182.86,1,126.85,0,-91.7,0.0,-2074.19,0.0,-97.37
SRDX,1,2,706.34,0,-146.64,0,-93.25,0,-122.61,0.0,-59.09,0.0,-132.64
SRDX,2,0,-227.47,1,323.77,0,-190.73,1,104.8,0.0,-449.18,1.0,220.49
SRPT,1,0,-706.51,0,-94.91,0,-82.43,2,57.75,0.0,-96.0,0.0,-85.45
SRPT,2,0,-94.5,0,-60.72,0,-77.06,0,-72.02,0.0,-696.39,0.0,-534.19
SRTS,1,2,7325.2,0,-1935.08,2,480.19,0,-2152.85,0.0,-37.51,0.0,-42.86
SRTS,2,1,152.67,0,-83.05,1,225.03,0,-88.86,0.0,-94.16,0.0,-94.0
SSB,1,0,-100.64,2,2773.25,0,-100.64,2,2773.25,0.0,-66.31,0.0,-674.73
SSB,2,1,956.21,0,-107.8,1,956.21,0,-107.8,1.0,144.77,0.0,-84.38
SSBI,1,0,-56.25,2,368.19,0,-56.25,2,368.19,2.0,532.4,0.0,-85.27
SSBI,2,1,332.26,0,-64.25,1,332.26,0,-64.25,0.0,-122.5,1.0,327.76
SSKN,1,2,216.46,2,297.72,2,197.91,2,196.51,0.0,-70.0,0.0,-72.04
SSKN,2,0,-96.35,0,-265.15,0,-64.63,0,-274.71,0.0,-66.67,0.0,-605.1
SSNC,1,2,107.32,0,-89.81,2,240.31,0,-97.85,2.0,473.28,0.0,-85.92
SSNC,2,1,166.67,0,-44.29,1,142.72,0,-66.01,0.0,-108.57,1.0,504.99
SSNT,1,2,28.57,2,7525.0,2,224.81,2,84.96,0.0,-100.0,2.0,1463.68
SSNT,2,0,-35.45,0,-100.89,0,-459.82,1,67.76,1.0,263.33,1.0,235.23
SSP,1,0,-72.99,2,2425.74,0,-47.01,2,123.32,0.0,-8.29,2.0,863.75
SSP,2,1,534.62,0,-96.71,1,380.24,0,-47.54,1.0,544.45,0.0,-178.33
SSRM,1,0,-73.72,0,-20.19,0,-55.15,0,-8.31,2.0,479.99,0.0,-89.87
SSRM,2,1,598.99,0,-5.2,1,428.38,1,807.03,0.0,-773.71,1.0,1020.75
SSSS,1,2,1794.84,0,-108.42,2,1794.84,0,-108.42,0.0,-117.09,2.0,2994.74
SSSS,2,0,-89.03,1,467.13,0,-89.03,1,467.13,1.0,120.1,0.0,-176.82
SSYS,1,2,171.48,0,-1244.83,2,175.91,0,-431.17,0.0,-4777.02,0.0,-100.0
SSYS,2,0,-23.17,0,-17.14,0,-32.39,0,-26.23,0.0,-96.07,0.0,-48.68
STAY,1,0,-100.41,0,-229.19,0,-139.14,0,-200.0,0.0,-126.19,0.0,-73.93
STAY,2,1,308.82,0,-290.78,1,279.67,0,-205.7,1.0,190.0,0.0,-184.94
STBA,1,0,-99.32,0,-490.94,0,-99.32,0,-490.94,0.0,-70.66,0.0,-1187.0
STBA,2,1,2286.15,1,8512.5,1,2286.15,1,8512.5,1.0,143.03,0.0,-114.33
STEP,1,0,-99.22,2,786.04,0,-99.65,2,2551.16,,,,
STEP,2,1,187.52,0,-121.97,1,366.08,0,-104.88,,,,
STFC,1,2,959.63,0,-124.33,2,227.46,0,-51.24,0.0,-150.58,2.0,240.64
STFC,2,0,-146.69,1,903.81,0,-109.71,1,202.14,1.0,127.95,1.0,188.37
STIM,1,0,-35.35,0,-44.39,0,-9.5,0,-38.68,0.0,-41.27,0.0,-57.41
STIM,2,1,322.31,1,167.33,1,283.8,1,68.39,0.0,-43.27,0.0,-694.1
STKL,1,2,165.33,0,-8.07,2,117.47,0,-284.93,0.0,-83.33,0.0,-379.98
STKL,2,0,-130.24,0,-320.82,0,-154.83,0,-70.74,0.0,-362.49,0.0,-88.51
STKS,1,2,1981.99,0,-0.27,2,332.63,2,449.33,0.0,-86.67,2.0,183.33
STKS,2,0,-46.8,1,20.65,0,-168.67,0,-25.47,0.0,-69.82,1.0,329.78
STLD,1,2,1629.83,0,-81.55,2,2.75,0,-28.14,2.0,192.41,0.0,-65.72
STLD,2,1,109.37,0,-172.8,1,160.47,0,-147.97,1.0,151.72,0.0,-172.9
STMP,1,2,209.54,2,513.68,2,200.32,2,1366.54,0.0,-226.25,2.0,388.09
STMP,2,0,-113.08,0,-152.07,0,-116.94,0,-110.19,0.0,-89.56,0.0,-744.42
STNE,1,2,429.54,0,-76.71,2,1252.17,0,-57.7,2.0,359.97,,
STNE,2,0,-200.59,1,95.02,0,-731.91,1,39.0,0.0,-46.92,,
STRA,1,2,154.56,0,-92.14,2,281.28,0,-94.65,0.0,-32.82,0.0,-99.4
STRA,2,0,-801.27,1,88.06,0,-84.03,1,45.14,0.0,-2126.2,1.0,392.54
STRL,1,0,-59.2,2,3470.87,0,-128.26,2,213.11,0.0,-103.45,0.0,-50.07
STRL,2,0,-123.52,0,-109.65,0,-111.89,1,2.64,1.0,668.05,0.0,-43.96
STRM,1,0,-879.84,0,-1606.67,0,-664.24,0,-10.6,0.0,-100.0,0.0,-35.23
STRM,2,0,-93.27,1,105.11,1,103.7,0,-19.38,0.0,-160.6,0.0,-80.82
STRO,1,0,-211.78,0,-99.56,2,172.28,2,143.65,0.0,-124.6,0.0,-29.85
STRO,2,0,-64.24,0,-9860.15,1,188.19,0,-92.45,1.0,824.94,0.0,-92.54
STRR,1,2,315.1,2,252.46,2,258.81,2,2332.56,0.0,-70.94,0.0,-875.83
STRR,2,0,-78.79,0,-66.13,0,-12.0,0,-97.41,0.0,-82.06,1.0,128.99
STRT,1,0,-100.31,0,-726.74,0,-99.55,0,-291.74,0.0,-107.03,0.0,-76.64
STRT,2,1,367.03,1,157.77,1,412.16,1,107.82,1.0,138.59,0.0,-445.09
STX,1,2,251.99,0,-76.92,2,265.43,2,116.2,0.0,-17.2,0.0,-162.33
STX,2,0,-8.34,0,-313.79,0,-9.05,0,-285.38,1.0,175.5,1.0,30.43
STXB,1,2,127.55,2,194.9,2,127.55,2,194.9,0.0,-106.82,0.0,-43.42
STXB,2,1,443.35,1,52.43,1,443.35,1,52.43,1.0,369.25,1.0,144.19
SUMR,1,0,-129.13,0,-95.02,2,223.72,0,-97.08,0.0,-66.74,0.0,-96.69
SUMR,2,1,215.07,0,-234.52,0,-4.53,0,-273.8,1.0,630.55,0.0,-85.85
SUNS,1,2,101.24,0,-97.01,2,101.24,0,-97.01,0.0,-61.56,0.0,-159.08
SUNS,2,0,-45.75,1,29.98,0,-45.75,1,29.98,0.0,-129.89,1.0,261.27
SUNW,1,0,-133.17,0,-346.0,0,-12.4,0,-87.46,0.0,-4.58,0.0,-1.56
SUNW,2,1,79.73,0,-73.19,0,-56.39,0,-19.36,0.0,-2363.77,0.0,-7.56
SUPN,1,0,-150.08,2,651.24,0,-133.29,2,922.78,0.0,-77.84,0.0,-97.28
SUPN,2,0,-57.03,0,-111.94,0,-32.96,0,-111.19,1.0,281.53,1.0,332.43
SVBI,1,0,-13.09,0,-69.41,0,-13.09,0,-69.41,0.0,-97.14,0.0,-101.36
SVBI,2,1,23.17,0,-61.52,1,23.17,0,-61.52,1.0,549.96,1.0,367.98
SVC,1,0,-68.9,0,-8166.67,0,-123.51,0,-4926.6,0.0,-1030.47,2.0,548.93
SVC,2,0,-31.24,0,-139.82,1,168.27,0,-83.33,0.0,-90.0,0.0,-91.99
SVMK,1,2,68.87,0,-14.9,2,17.61,2,6.23,0.0,-258.08,0.0,-73.59
SVMK,2,1,117.8,1,138.55,1,63.04,1,28.49,0.0,-111.51,0.0,-87.73
